id,filename,label
train_009320,train_images/train_009320.jpg,sushi
train_000284,train_images/train_000284.jpg,apple_pie
train_002635,train_images/train_002635.jpg,cheesecake
train_005950,train_images/train_005950.jpg,hamburger
train_009649,train_images/train_009649.jpg,tacos
train_006174,train_images/train_006174.jpg,ice_cream
train_005379,train_images/train_005379.jpg,french_fries
train_003852,train_images/train_003852.jpg,chocolate_cake
train_000707,train_images/train_000707.jpg,baby_back_ribs
train_007235,train_images/train_007235.jpg,omelette
train_007542,train_images/train_007542.jpg,pizza
train_003748,train_images/train_003748.jpg,chocolate_cake
train_001948,train_images/train_001948.jpg,beef_carpaccio
train_006203,train_images/train_006203.jpg,ice_cream
train_000964,train_images/train_000964.jpg,baby_back_ribs
train_000551,train_images/train_000551.jpg,baby_back_ribs
train_000093,train_images/train_000093.jpg,apple_pie
train_004481,train_images/train_004481.jpg,donuts
train_001751,train_images/train_001751.jpg,beef_carpaccio
train_001941,train_images/train_001941.jpg,beef_carpaccio
train_006198,train_images/train_006198.jpg,ice_cream
train_003997,train_images/train_003997.jpg,chocolate_cake
train_005421,train_images/train_005421.jpg,french_fries
train_000329,train_images/train_000329.jpg,apple_pie
train_009957,train_images/train_009957.jpg,tacos
train_002460,train_images/train_002460.jpg,caesar_salad
train_004311,train_images/train_004311.jpg,donuts
train_003174,train_images/train_003174.jpg,chicken_curry
train_006749,train_images/train_006749.jpg,lasagna
train_008318,train_images/train_008318.jpg,ramen
train_008656,train_images/train_008656.jpg,steak
train_006441,train_images/train_006441.jpg,ice_cream
train_001125,train_images/train_001125.jpg,baklava
train_003531,train_images/train_003531.jpg,chocolate_cake
train_006631,train_images/train_006631.jpg,lasagna
train_005362,train_images/train_005362.jpg,french_fries
train_001748,train_images/train_001748.jpg,beef_carpaccio
train_009697,train_images/train_009697.jpg,tacos
train_008508,train_images/train_008508.jpg,steak
train_001603,train_images/train_001603.jpg,beef_carpaccio
train_006600,train_images/train_006600.jpg,lasagna
train_003454,train_images/train_003454.jpg,chicken_curry
train_000993,train_images/train_000993.jpg,baby_back_ribs
train_007701,train_images/train_007701.jpg,pizza
train_006372,train_images/train_006372.jpg,ice_cream
train_002732,train_images/train_002732.jpg,cheesecake
train_008858,train_images/train_008858.jpg,steak
train_003771,train_images/train_003771.jpg,chocolate_cake
train_005306,train_images/train_005306.jpg,french_fries
train_000936,train_images/train_000936.jpg,baby_back_ribs
train_004214,train_images/train_004214.jpg,donuts
train_009555,train_images/train_009555.jpg,tacos
train_003381,train_images/train_003381.jpg,chicken_curry
train_001459,train_images/train_001459.jpg,baklava
train_003083,train_images/train_003083.jpg,chicken_curry
train_004991,train_images/train_004991.jpg,dumplings
train_005501,train_images/train_005501.jpg,hamburger
train_002674,train_images/train_002674.jpg,cheesecake
train_006020,train_images/train_006020.jpg,ice_cream
train_001945,train_images/train_001945.jpg,beef_carpaccio
train_001542,train_images/train_001542.jpg,beef_carpaccio
train_002671,train_images/train_002671.jpg,cheesecake
train_006969,train_images/train_006969.jpg,lasagna
train_005704,train_images/train_005704.jpg,hamburger
train_007111,train_images/train_007111.jpg,omelette
train_009867,train_images/train_009867.jpg,tacos
train_001912,train_images/train_001912.jpg,beef_carpaccio
train_007101,train_images/train_007101.jpg,omelette
train_007174,train_images/train_007174.jpg,omelette
train_005006,train_images/train_005006.jpg,french_fries
train_002543,train_images/train_002543.jpg,cheesecake
train_000156,train_images/train_000156.jpg,apple_pie
train_008043,train_images/train_008043.jpg,ramen
train_001056,train_images/train_001056.jpg,baklava
train_007553,train_images/train_007553.jpg,pizza
train_009544,train_images/train_009544.jpg,tacos
train_009026,train_images/train_009026.jpg,sushi
train_002393,train_images/train_002393.jpg,caesar_salad
train_001999,train_images/train_001999.jpg,beef_carpaccio
train_002648,train_images/train_002648.jpg,cheesecake
train_000116,train_images/train_000116.jpg,apple_pie
train_009278,train_images/train_009278.jpg,sushi
train_007201,train_images/train_007201.jpg,omelette
train_006776,train_images/train_006776.jpg,lasagna
train_002061,train_images/train_002061.jpg,caesar_salad
train_008934,train_images/train_008934.jpg,steak
train_000953,train_images/train_000953.jpg,baby_back_ribs
train_003262,train_images/train_003262.jpg,chicken_curry
train_009190,train_images/train_009190.jpg,sushi
train_007475,train_images/train_007475.jpg,omelette
train_005040,train_images/train_005040.jpg,french_fries
train_006118,train_images/train_006118.jpg,ice_cream
train_006131,train_images/train_006131.jpg,ice_cream
train_000396,train_images/train_000396.jpg,apple_pie
train_003350,train_images/train_003350.jpg,chicken_curry
train_009412,train_images/train_009412.jpg,sushi
train_006637,train_images/train_006637.jpg,lasagna
train_006860,train_images/train_006860.jpg,lasagna
train_008660,train_images/train_008660.jpg,steak
train_003675,train_images/train_003675.jpg,chocolate_cake
train_006695,train_images/train_006695.jpg,lasagna
train_006799,train_images/train_006799.jpg,lasagna
train_003866,train_images/train_003866.jpg,chocolate_cake
train_000730,train_images/train_000730.jpg,baby_back_ribs
train_006311,train_images/train_006311.jpg,ice_cream
train_007439,train_images/train_007439.jpg,omelette
train_001026,train_images/train_001026.jpg,baklava
train_000211,train_images/train_000211.jpg,apple_pie
train_001844,train_images/train_001844.jpg,beef_carpaccio
train_003220,train_images/train_003220.jpg,chicken_curry
train_007100,train_images/train_007100.jpg,omelette
train_007047,train_images/train_007047.jpg,omelette
train_008315,train_images/train_008315.jpg,ramen
train_008454,train_images/train_008454.jpg,ramen
train_009200,train_images/train_009200.jpg,sushi
train_004360,train_images/train_004360.jpg,donuts
train_009837,train_images/train_009837.jpg,tacos
train_007809,train_images/train_007809.jpg,pizza
train_007961,train_images/train_007961.jpg,pizza
train_005380,train_images/train_005380.jpg,french_fries
train_005299,train_images/train_005299.jpg,french_fries
train_006586,train_images/train_006586.jpg,lasagna
train_007997,train_images/train_007997.jpg,pizza
train_007249,train_images/train_007249.jpg,omelette
train_007095,train_images/train_007095.jpg,omelette
train_009724,train_images/train_009724.jpg,tacos
train_008856,train_images/train_008856.jpg,steak
train_008001,train_images/train_008001.jpg,ramen
train_007703,train_images/train_007703.jpg,pizza
train_007651,train_images/train_007651.jpg,pizza
train_007039,train_images/train_007039.jpg,omelette
train_008957,train_images/train_008957.jpg,steak
train_002245,train_images/train_002245.jpg,caesar_salad
train_004005,train_images/train_004005.jpg,donuts
train_000721,train_images/train_000721.jpg,baby_back_ribs
train_002134,train_images/train_002134.jpg,caesar_salad
train_000628,train_images/train_000628.jpg,baby_back_ribs
train_007588,train_images/train_007588.jpg,pizza
train_005857,train_images/train_005857.jpg,hamburger
train_007180,train_images/train_007180.jpg,omelette
train_004085,train_images/train_004085.jpg,donuts
train_003625,train_images/train_003625.jpg,chocolate_cake
train_005702,train_images/train_005702.jpg,hamburger
train_002698,train_images/train_002698.jpg,cheesecake
train_002056,train_images/train_002056.jpg,caesar_salad
train_005271,train_images/train_005271.jpg,french_fries
train_008113,train_images/train_008113.jpg,ramen
train_002686,train_images/train_002686.jpg,cheesecake
train_003590,train_images/train_003590.jpg,chocolate_cake
train_007741,train_images/train_007741.jpg,pizza
train_002383,train_images/train_002383.jpg,caesar_salad
train_005479,train_images/train_005479.jpg,french_fries
train_003886,train_images/train_003886.jpg,chocolate_cake
train_001203,train_images/train_001203.jpg,baklava
train_005683,train_images/train_005683.jpg,hamburger
train_001455,train_images/train_001455.jpg,baklava
train_002493,train_images/train_002493.jpg,caesar_salad
train_001090,train_images/train_001090.jpg,baklava
train_006855,train_images/train_006855.jpg,lasagna
train_007528,train_images/train_007528.jpg,pizza
train_009175,train_images/train_009175.jpg,sushi
train_008008,train_images/train_008008.jpg,ramen
train_006579,train_images/train_006579.jpg,lasagna
train_004951,train_images/train_004951.jpg,dumplings
train_005059,train_images/train_005059.jpg,french_fries
train_004713,train_images/train_004713.jpg,dumplings
train_006723,train_images/train_006723.jpg,lasagna
train_003348,train_images/train_003348.jpg,chicken_curry
train_008948,train_images/train_008948.jpg,steak
train_007099,train_images/train_007099.jpg,omelette
train_007030,train_images/train_007030.jpg,omelette
train_007203,train_images/train_007203.jpg,omelette
train_002684,train_images/train_002684.jpg,cheesecake
train_001437,train_images/train_001437.jpg,baklava
train_002436,train_images/train_002436.jpg,caesar_salad
train_001356,train_images/train_001356.jpg,baklava
train_006475,train_images/train_006475.jpg,ice_cream
train_001879,train_images/train_001879.jpg,beef_carpaccio
train_008073,train_images/train_008073.jpg,ramen
train_006143,train_images/train_006143.jpg,ice_cream
train_000423,train_images/train_000423.jpg,apple_pie
train_001172,train_images/train_001172.jpg,baklava
train_002525,train_images/train_002525.jpg,cheesecake
train_005962,train_images/train_005962.jpg,hamburger
train_000370,train_images/train_000370.jpg,apple_pie
train_002730,train_images/train_002730.jpg,cheesecake
train_009130,train_images/train_009130.jpg,sushi
train_000796,train_images/train_000796.jpg,baby_back_ribs
train_005293,train_images/train_005293.jpg,french_fries
train_006500,train_images/train_006500.jpg,ice_cream
train_002243,train_images/train_002243.jpg,caesar_salad
train_009628,train_images/train_009628.jpg,tacos
train_002109,train_images/train_002109.jpg,caesar_salad
train_006670,train_images/train_006670.jpg,lasagna
train_008829,train_images/train_008829.jpg,steak
train_003088,train_images/train_003088.jpg,chicken_curry
train_006729,train_images/train_006729.jpg,lasagna
train_001034,train_images/train_001034.jpg,baklava
train_009956,train_images/train_009956.jpg,tacos
train_003451,train_images/train_003451.jpg,chicken_curry
train_007070,train_images/train_007070.jpg,omelette
train_007364,train_images/train_007364.jpg,omelette
train_007621,train_images/train_007621.jpg,pizza
train_007838,train_images/train_007838.jpg,pizza
train_008155,train_images/train_008155.jpg,ramen
train_009972,train_images/train_009972.jpg,tacos
train_009375,train_images/train_009375.jpg,sushi
train_000221,train_images/train_000221.jpg,apple_pie
train_000154,train_images/train_000154.jpg,apple_pie
train_001051,train_images/train_001051.jpg,baklava
train_006196,train_images/train_006196.jpg,ice_cream
train_009535,train_images/train_009535.jpg,tacos
train_006467,train_images/train_006467.jpg,ice_cream
train_009895,train_images/train_009895.jpg,tacos
train_004450,train_images/train_004450.jpg,donuts
train_005289,train_images/train_005289.jpg,french_fries
train_008496,train_images/train_008496.jpg,ramen
train_006702,train_images/train_006702.jpg,lasagna
train_002629,train_images/train_002629.jpg,cheesecake
train_000453,train_images/train_000453.jpg,apple_pie
train_009468,train_images/train_009468.jpg,sushi
train_004915,train_images/train_004915.jpg,dumplings
train_007991,train_images/train_007991.jpg,pizza
train_007654,train_images/train_007654.jpg,pizza
train_002535,train_images/train_002535.jpg,cheesecake
train_009122,train_images/train_009122.jpg,sushi
train_006346,train_images/train_006346.jpg,ice_cream
train_004928,train_images/train_004928.jpg,dumplings
train_006053,train_images/train_006053.jpg,ice_cream
train_003022,train_images/train_003022.jpg,chicken_curry
train_005524,train_images/train_005524.jpg,hamburger
train_004978,train_images/train_004978.jpg,dumplings
train_005999,train_images/train_005999.jpg,hamburger
train_005638,train_images/train_005638.jpg,hamburger
train_000301,train_images/train_000301.jpg,apple_pie
train_008824,train_images/train_008824.jpg,steak
train_001087,train_images/train_001087.jpg,baklava
train_006905,train_images/train_006905.jpg,lasagna
train_001965,train_images/train_001965.jpg,beef_carpaccio
train_007867,train_images/train_007867.jpg,pizza
train_009943,train_images/train_009943.jpg,tacos
train_007747,train_images/train_007747.jpg,pizza
train_003678,train_images/train_003678.jpg,chocolate_cake
train_005100,train_images/train_005100.jpg,french_fries
train_007012,train_images/train_007012.jpg,omelette
train_005017,train_images/train_005017.jpg,french_fries
train_003282,train_images/train_003282.jpg,chicken_curry
train_005552,train_images/train_005552.jpg,hamburger
train_003769,train_images/train_003769.jpg,chocolate_cake
train_008248,train_images/train_008248.jpg,ramen
train_003767,train_images/train_003767.jpg,chocolate_cake
train_002608,train_images/train_002608.jpg,cheesecake
train_008880,train_images/train_008880.jpg,steak
train_004053,train_images/train_004053.jpg,donuts
train_007988,train_images/train_007988.jpg,pizza
train_009561,train_images/train_009561.jpg,tacos
train_001480,train_images/train_001480.jpg,baklava
train_009676,train_images/train_009676.jpg,tacos
train_008181,train_images/train_008181.jpg,ramen
train_006245,train_images/train_006245.jpg,ice_cream
train_002275,train_images/train_002275.jpg,caesar_salad
train_003560,train_images/train_003560.jpg,chocolate_cake
train_003601,train_images/train_003601.jpg,chocolate_cake
train_007391,train_images/train_007391.jpg,omelette
train_004120,train_images/train_004120.jpg,donuts
train_008145,train_images/train_008145.jpg,ramen
train_006872,train_images/train_006872.jpg,lasagna
train_004631,train_images/train_004631.jpg,dumplings
train_007958,train_images/train_007958.jpg,pizza
train_000456,train_images/train_000456.jpg,apple_pie
train_008537,train_images/train_008537.jpg,steak
train_002666,train_images/train_002666.jpg,cheesecake
train_006686,train_images/train_006686.jpg,lasagna
train_000673,train_images/train_000673.jpg,baby_back_ribs
train_003389,train_images/train_003389.jpg,chicken_curry
train_000735,train_images/train_000735.jpg,baby_back_ribs
train_001914,train_images/train_001914.jpg,beef_carpaccio
train_009471,train_images/train_009471.jpg,sushi
train_007957,train_images/train_007957.jpg,pizza
train_009915,train_images/train_009915.jpg,tacos
